model,model_id,condition,question_id,domain,confidence_tier,pass1,pass2,ground_truth,reversal,pass1_correct,pass2_correct,logodds1,logodds2,duplicate_removed
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1815,Law,High,Yes,Yes,Yes,False,True,True,1.9848345518112183,1.8047509044408798,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1815,Law,High,Yes,Yes,Yes,False,True,True,1.9848345518112183,1.4720385372638702,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1816,Law,Boundary,Yes,Yes,Yes,False,True,True,1.7407346665859222,1.7769638150930405,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1816,Law,Boundary,Yes,Yes,Yes,False,True,True,1.7407346665859222,2.145655035972595,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1816,Law,Boundary,Yes,No,Yes,True,True,False,1.7407346665859222,2.4631118923425674,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1817,Law,Medium,Yes,No,Yes,True,True,False,2.2282028943300247,2.1161037161946297,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1817,Law,Medium,Yes,Yes,Yes,False,True,True,2.2282028943300247,2.829153448343277,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1817,Law,Medium,Yes,Yes,Yes,False,True,True,2.2282028943300247,1.2435128092765808,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1818,Law,High,No,No,No,False,True,True,-3.3398917727172375,-3.974174054339528,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1818,Law,High,No,No,No,False,True,True,-3.3398917727172375,-3.490341331809759,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1818,Law,High,No,No,No,False,True,True,-3.3398917727172375,-3.2881238367408514,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1819,Law,High,Yes,Yes,Yes,False,True,True,2.8894669264554977,1.9319103136658669,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1819,Law,High,Yes,Yes,Yes,False,True,True,2.8894669264554977,3.9997896514832973,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1819,Law,High,Yes,Yes,Yes,False,True,True,2.8894669264554977,3.0401740074157715,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1820,Law,Boundary,Yes,No,Yes,True,True,False,0.9780215919017792,1.9819704219698906,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1820,Law,Boundary,Yes,Yes,Yes,False,True,True,0.9780215919017792,1.1856898367404938,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1820,Law,Boundary,Yes,Yes,Yes,False,True,True,0.9780215919017792,1.206367939710617,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1821,Law,High,No,Yes,No,True,True,False,-1.1523680090904236,-2.25351744890213,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1821,Law,High,No,Yes,No,True,True,False,-1.1523680090904236,-0.18825042247772217,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1821,Law,High,No,No,No,False,True,True,-1.1523680090904236,0.20348066091537476,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1822,Law,High,Yes,Yes,Yes,False,True,True,3.4920866154134274,3.021785482764244,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1822,Law,High,Yes,Yes,Yes,False,True,True,3.4920866154134274,3.1598865166306496,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1822,Law,High,Yes,Yes,Yes,False,True,True,3.4920866154134274,3.1502682343125343,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1823,Law,Medium,Yes,Yes,Yes,False,True,True,2.4996552243828773,2.5769461765885353,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1823,Law,Medium,Yes,Yes,Yes,False,True,True,2.4996552243828773,3.2803528867661953,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1823,Law,Medium,Yes,Yes,Yes,False,True,True,2.4996552243828773,2.7648536302149296,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1824,Law,Medium,Yes,No,Yes,True,True,False,0.06013458967208862,0.5815308392047882,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1824,Law,Medium,Yes,No,Yes,True,True,False,0.06013458967208862,1.9644815847277641,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1824,Law,Medium,Yes,No,Yes,True,True,False,0.06013458967208862,0.9494604766368866,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,1.953037440776825,2.8569476790726185,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,1.953037440776825,2.6213677898049355,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1825,Law,Medium,Yes,Yes,Yes,False,True,True,1.953037440776825,2.1114777624607086,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1826,Law,High,No,No,Yes,False,False,False,-1.0192368030548096,-1.8182746022939682,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1826,Law,High,No,No,Yes,False,False,False,-1.0192368030548096,0.45352110266685486,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1826,Law,High,No,No,Yes,False,False,False,-1.0192368030548096,0.7398127615451813,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1827,Law,High,No,No,No,False,True,True,-3.852079606615007,-4.394008196890354,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1827,Law,High,No,No,No,False,True,True,-3.852079606615007,-1.518648773431778,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1827,Law,High,No,No,No,False,True,True,-3.852079606615007,-1.8498175591230392,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1828,Law,High,Yes,Yes,Yes,False,True,True,2.576242208480835,2.1043941602110863,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1828,Law,High,Yes,Yes,Yes,False,True,True,2.576242208480835,2.9041636548936367,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1828,Law,High,Yes,Yes,Yes,False,True,True,2.576242208480835,3.2240875847637653,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1829,Law,Medium,No,No,No,False,True,True,-2.4665559381246567,-1.302189826965332,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1829,Law,Medium,No,No,No,False,True,True,-2.4665559381246567,-0.8312909603118896,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1829,Law,Medium,No,No,No,False,True,True,-2.4665559381246567,-0.9892488718032837,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1830,Law,High,Yes,Yes,Yes,False,True,True,3.2155503556132317,3.8065987564623356,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1830,Law,High,Yes,Yes,Yes,False,True,True,3.2155503556132317,3.2234471067786217,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1830,Law,High,Yes,Yes,Yes,False,True,True,3.2155503556132317,2.2966037318110466,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1831,Law,High,No,No,No,False,True,True,-1.6079880893230438,-1.808183193206787,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1831,Law,High,No,No,No,False,True,True,-1.6079880893230438,-0.6577317416667938,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1831,Law,High,No,No,No,False,True,True,-1.6079880893230438,0.028712809085845947,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1832,Law,High,Yes,Yes,Yes,False,True,True,2.0855257138609886,2.082300178706646,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1832,Law,High,Yes,Yes,Yes,False,True,True,2.0855257138609886,2.0073760971426964,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1832,Law,High,Yes,No,Yes,True,True,False,2.0855257138609886,1.7012440860271454,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1833,Law,Boundary,Yes,Yes,Yes,False,True,True,1.885926365852356,1.782308042049408,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1833,Law,Boundary,Yes,Yes,Yes,False,True,True,1.885926365852356,3.064782742410898,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1833,Law,Boundary,Yes,Yes,Yes,False,True,True,1.885926365852356,2.494954474270344,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1834,Law,High,Yes,Yes,Yes,False,True,True,2.5309243574738503,2.687219515442848,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1834,Law,High,Yes,Yes,Yes,False,True,True,2.5309243574738503,2.6513665840029716,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1834,Law,High,Yes,No,Yes,True,True,False,2.5309243574738503,2.1815406382083893,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1835,Law,Boundary,Yes,Yes,Yes,False,True,True,1.7640705108642578,1.5318875312805176,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1835,Law,Boundary,Yes,No,Yes,True,True,False,1.7640705108642578,2.130023255944252,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1835,Law,Boundary,Yes,Yes,Yes,False,True,True,1.7640705108642578,2.0303913354873657,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1836,Law,High,Yes,Yes,Yes,False,True,True,4.063067412003875,3.310497682541609,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1836,Law,High,Yes,Yes,Yes,False,True,True,4.063067412003875,3.534390088170767,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1836,Law,High,Yes,Yes,Yes,False,True,True,4.063067412003875,2.530397891998291,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1837,Law,High,Yes,Yes,Yes,False,True,True,3.383731909096241,2.530037611722946,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1837,Law,High,Yes,Yes,Yes,False,True,True,3.383731909096241,3.220692563802004,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1837,Law,High,Yes,Yes,Yes,False,True,True,3.383731909096241,3.1569537594914436,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1838,Law,High,Yes,No,Yes,True,True,False,1.5740781873464584,-0.21003997325897217,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1838,Law,High,Yes,Yes,Yes,False,True,True,1.5740781873464584,1.581494927406311,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1838,Law,High,Yes,No,Yes,True,True,False,1.5740781873464584,1.2401868402957916,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1839,Law,High,No,No,No,False,True,True,-3.126212827861309,-2.392408736050129,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1839,Law,High,No,Yes,No,True,True,False,-3.126212827861309,-2.24950560182333,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1839,Law,High,No,No,No,False,True,True,-3.126212827861309,-1.452814668416977,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1840,Law,High,Yes,Yes,Yes,False,True,True,5.6761444008443505,5.377085431478918,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1840,Law,High,Yes,Yes,Yes,False,True,True,5.6761444008443505,5.792840184178203,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1840,Law,High,Yes,Yes,Yes,False,True,True,5.6761444008443505,4.934205457102507,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1841,Law,High,Yes,No,Yes,True,True,False,1.732799455523491,2.963514119386673,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1841,Law,High,Yes,Yes,Yes,False,True,True,1.732799455523491,3.463598422706127,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1841,Law,High,Yes,Yes,Yes,False,True,True,1.732799455523491,2.766651503741741,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1842,Law,High,No,No,No,False,True,True,-2.8718729317188263,-2.605413556098938,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1842,Law,High,No,No,No,False,True,True,-2.8718729317188263,-2.203761488199234,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1842,Law,High,No,No,No,False,True,True,-2.8718729317188263,-2.292550601065159,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1843,Law,High,Yes,Yes,Yes,False,True,True,2.7619077898561954,3.2311143055558205,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1843,Law,High,Yes,Yes,Yes,False,True,True,2.7619077898561954,1.7029276192188263,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1843,Law,High,Yes,Yes,Yes,False,True,True,2.7619077898561954,1.8640869855880737,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1844,Law,High,Yes,No,No,True,False,True,2.0526860803365707,1.7486568987369537,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1844,Law,High,Yes,Yes,No,False,False,False,2.0526860803365707,2.353136382997036,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1844,Law,High,Yes,Yes,No,False,False,False,2.0526860803365707,2.152447856962681,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1845,Law,High,No,Yes,Yes,True,False,True,2.372729167342186,2.6950655728578568,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1845,Law,High,No,No,Yes,False,False,False,2.372729167342186,2.839372180402279,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1845,Law,High,No,Yes,Yes,True,False,True,2.372729167342186,3.4134505465626717,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1846,Law,Medium,Yes,Yes,Yes,False,True,True,2.11836851388216,2.0573428198695183,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1846,Law,Medium,Yes,Yes,Yes,False,True,True,2.11836851388216,2.1985075771808624,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1846,Law,Medium,Yes,Yes,Yes,False,True,True,2.11836851388216,2.215352199971676,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1847,Law,High,Yes,Yes,Yes,False,True,True,4.710558697581291,4.678456149064004,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1847,Law,High,Yes,Yes,Yes,False,True,True,4.710558697581291,4.328305760864168,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1847,Law,High,Yes,Yes,Yes,False,True,True,4.710558697581291,4.3100139340385795,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1848,Law,High,Yes,No,Yes,True,True,False,1.7409961819648743,2.2665659710764885,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1848,Law,High,Yes,Yes,Yes,False,True,True,1.7409961819648743,1.9973476827144623,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1848,Law,High,Yes,Yes,Yes,False,True,True,1.7409961819648743,1.8946712762117386,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1849,Law,Medium,Yes,Yes,Yes,False,True,True,2.621611014008522,1.9254109561443329,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1849,Law,Medium,Yes,Yes,Yes,False,True,True,2.621611014008522,2.4690119698643684,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1849,Law,Medium,Yes,No,Yes,True,True,False,2.621611014008522,3.273231588304043,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1850,Law,High,No,No,Yes,False,False,False,-1.9382024556398392,-2.064334414899349,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1850,Law,High,No,No,Yes,False,False,False,-1.9382024556398392,0.17131948471069336,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1850,Law,High,No,No,Yes,False,False,False,-1.9382024556398392,0.7550394833087921,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1851,Law,High,No,No,No,False,True,True,-5.439348581712693,-5.50270274002105,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1851,Law,High,No,No,No,False,True,True,-5.439348581712693,-4.015565915033221,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1851,Law,High,No,No,No,False,True,True,-5.439348581712693,-3.2124947234988213,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1852,Law,High,Yes,Yes,Yes,False,True,True,5.250423744786531,5.955509079620242,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1852,Law,High,Yes,Yes,Yes,False,True,True,5.250423744786531,6.055696447845548,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1852,Law,High,Yes,Yes,Yes,False,True,True,5.250423744786531,4.872168259695172,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1853,Law,High,Yes,Yes,Yes,False,True,True,1.9122399389743805,3.101670179516077,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1853,Law,High,Yes,Yes,Yes,False,True,True,1.9122399389743805,1.9876997545361519,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1853,Law,High,Yes,Yes,Yes,False,True,True,1.9122399389743805,3.1989378295838833,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1854,Law,Medium,Yes,Yes,Yes,False,True,True,3.4887615852057934,3.398924607783556,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1854,Law,Medium,Yes,Yes,Yes,False,True,True,3.4887615852057934,3.434910364449024,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1854,Law,Medium,Yes,Yes,Yes,False,True,True,3.4887615852057934,2.883242178708315,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1855,Law,Boundary,No,Yes,Yes,True,False,True,1.3382600098848343,2.5789638310670853,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1855,Law,Boundary,No,No,Yes,False,False,False,1.3382600098848343,3.4749878887087107,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1855,Law,Boundary,No,Yes,Yes,True,False,True,1.3382600098848343,4.89450026024133,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1856,Law,High,Yes,Yes,Yes,False,True,True,2.1187646239995956,2.72701558470726,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1856,Law,High,Yes,Yes,Yes,False,True,True,2.1187646239995956,1.0318391621112823,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1856,Law,High,Yes,No,Yes,True,True,False,2.1187646239995956,1.9951052814722061,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1857,Law,High,Yes,Yes,Yes,False,True,True,2.5588471740484238,1.617395669221878,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1857,Law,High,Yes,No,Yes,True,True,False,2.5588471740484238,2.5716927871108055,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1857,Law,High,Yes,Yes,Yes,False,True,True,2.5588471740484238,1.745645672082901,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1858,Law,Boundary,Yes,Yes,Yes,False,True,True,1.9178717732429504,2.214675910770893,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1858,Law,Boundary,Yes,Yes,Yes,False,True,True,1.9178717732429504,2.550337702035904,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1858,Law,Boundary,Yes,Yes,Yes,False,True,True,1.9178717732429504,1.381565123796463,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1859,Law,Medium,Yes,No,Yes,True,True,False,2.1088227182626724,2.3595133274793625,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1859,Law,Medium,Yes,No,Yes,True,True,False,2.1088227182626724,2.302518956363201,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1859,Law,Medium,Yes,Yes,Yes,False,True,True,2.1088227182626724,2.000018462538719,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1860,Law,Medium,Yes,Yes,Yes,False,True,True,4.309976428747177,3.9878873769193888,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1860,Law,Medium,Yes,Yes,Yes,False,True,True,4.309976428747177,5.022742385044694,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1860,Law,Medium,Yes,Yes,Yes,False,True,True,4.309976428747177,4.124296939000487,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1861,Law,Boundary,Yes,Yes,Yes,False,True,True,2.480452410876751,2.074767254292965,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1861,Law,Boundary,Yes,Yes,Yes,False,True,True,2.480452410876751,2.6042845398187637,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1861,Law,Boundary,Yes,Yes,Yes,False,True,True,2.480452410876751,2.155832387506962,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1862,Law,Medium,Yes,Yes,Yes,False,True,True,1.0333208739757538,0.4822307825088501,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1862,Law,Medium,Yes,Yes,Yes,False,True,True,1.0333208739757538,2.161133699119091,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1862,Law,Medium,Yes,Yes,Yes,False,True,True,1.0333208739757538,0.3255561590194702,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1863,Law,High,No,No,No,False,True,True,-2.493817023932934,-3.3931580428034067,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1863,Law,High,No,No,No,False,True,True,-2.493817023932934,-2.311564937233925,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1863,Law,High,No,No,No,False,True,True,-2.493817023932934,-0.619718462228775,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1864,Law,High,Yes,Yes,Yes,False,True,True,2.051283672451973,2.029787629842758,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1864,Law,High,Yes,No,Yes,True,True,False,2.051283672451973,0.7882717847824097,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1864,Law,High,Yes,No,Yes,True,True,False,2.051283672451973,0.02295553684234619,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1865,Law,High,Yes,Yes,Yes,False,True,True,5.271753732347861,4.233679313212633,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1865,Law,High,Yes,Yes,Yes,False,True,True,5.271753732347861,5.333917879499495,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1865,Law,High,Yes,Yes,Yes,False,True,True,5.271753732347861,5.042115055024624,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1866,Law,High,Yes,Yes,Yes,False,True,True,2.6432167664170265,3.0119601525366306,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1866,Law,High,Yes,Yes,Yes,False,True,True,2.6432167664170265,3.39632610976696,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1866,Law,High,Yes,Yes,Yes,False,True,True,2.6432167664170265,2.465940587222576,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1867,Law,Medium,Yes,Yes,Yes,False,True,True,1.0275046080350876,1.0858783423900604,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1867,Law,Medium,Yes,Yes,Yes,False,True,True,1.0275046080350876,1.8087331652641296,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1867,Law,Medium,Yes,Yes,Yes,False,True,True,1.0275046080350876,1.3748317956924438,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1868,Law,High,Yes,Yes,Yes,False,True,True,3.252058133482933,3.339354947209358,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1868,Law,High,Yes,Yes,Yes,False,True,True,3.252058133482933,3.2817120887339115,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1868,Law,High,Yes,Yes,Yes,False,True,True,3.252058133482933,2.436360388994217,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1869,Law,High,Yes,No,No,True,False,True,0.12017631530761719,-0.07151925563812256,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1869,Law,High,Yes,No,No,True,False,True,0.12017631530761719,0.943508505821228,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1869,Law,High,Yes,No,No,True,False,True,0.12017631530761719,0.6637054681777954,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1870,Law,Boundary,Yes,Yes,Yes,False,True,True,1.105155125260353,1.928070217370987,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1870,Law,Boundary,Yes,Yes,Yes,False,True,True,1.105155125260353,1.4359877854585648,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1870,Law,Boundary,Yes,Yes,Yes,False,True,True,1.105155125260353,1.481857568025589,30
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A0,q1871,Law,High,Yes,Yes,Yes,False,True,True,1.8036696314811707,2.267472006380558,34
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A1,q1871,Law,High,Yes,Yes,Yes,False,True,True,1.8036696314811707,2.3726255670189857,29
Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,A3,q1871,Law,High,Yes,Yes,Yes,False,True,True,1.8036696314811707,2.2397178038954735,30
